Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing Select value x,Availability Select value x,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Henderson,Midfielder,Liverpool,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Al-Ettifaq,0,0,0,788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 28, 08:28",299,"Fri Dec 1, 18:15:03"
Henderson,Goalkeeper,Crystal Palace,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Thigh injury - Unknown return date,0.2,15204,38,35579,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Sep 27, 09:00",385,"Fri Dec 1, 18:15:03"
Hendrick,Midfielder,Newcastle,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Sheffield Wednesday,0,716,0,4744,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:49",414,"Fri Dec 1, 18:15:03"
Hennessey,Goalkeeper,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,3480,204,12944,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",448,"Fri Dec 1, 18:15:03"
Hodge,Midfielder,Wolves,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Shoulder injury - Expected back 22 Jan,0.1,3871,46,8716,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Oct 27, 13:30",555,"Fri Dec 1, 18:15:03"
Hoever,Defender,Wolves,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Stoke City,0,0,0,4623,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 24, 09:58",556,"Fri Dec 1, 18:15:03"
Holding,Defender,Crystal Palace,4.3,0,0,0,0,0,0,0,0,,,,0,Injured,Ankle injury - Expected back 20 Jan,0.1,5171,77,12547,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Dec 1, 17:00",7,"Fri Dec 1, 18:15:03"
Holgate,Defender,Everton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Southampton,0.5,4656,0,126938,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 28, 07:56",255,"Fri Dec 1, 18:15:03"
Horvath,Goalkeeper,Nottm Forest,4.3,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,1976,93,7464,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,449,"Fri Dec 1, 18:15:03"
Hugill,Forward,Man Utd,4.5,0,0,0,0,0,1.2,0,0,,,,100,Available,,0,116,116,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,748,"Fri Dec 1, 18:15:03"
Humphreys,Defender,Chelsea,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Swansea City,0,629,0,933,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:06",671,"Fri Dec 1, 18:15:03"
Hunt,Midfielder,Everton,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,728,39,442,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,719,"Fri Dec 1, 18:15:03"
I.Cavaleiro,Midfielder,Fulham,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Lille,0,0,0,988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 10:50",269,"Fri Dec 1, 18:15:03"
Ibrahim,Midfielder,Arsenal,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,187,58,67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,737,"Fri Dec 1, 18:15:02"
Iroegbunam,Midfielder,Aston Villa,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1149,54,3171,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 15:00",46,"Fri Dec 1, 18:15:02"
J.Lewis,Defender,Newcastle,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Watford on a season long loan,0,0,0,818,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 28, 08:26",420,"Fri Dec 1, 18:15:03"
J.Shelvey,Midfielder,Nottm Forest,4.8,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Çaykur Rizespor,0,290,0,2742,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 18, 10:37",463,"Fri Dec 1, 18:15:03"
J.Timber,Defender,Arsenal,4.6,0,0,0,0,0,0,0.6,3,,,,0,Injured,Knee injury - Unknown return date,0.5,11858,32,476291,413,49,0,0,0,0,0,0,0,0,1,0,0,0,3.6,2.4,0,,"Sat Aug 12, 18:00",585,"Fri Dec 1, 18:15:02"
J.Virginia,Goalkeeper,Everton,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.6,48158,271,43250,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,266,"Fri Dec 1, 18:15:03"
Jackson,Defender,Brighton,4,0,0,0,0,0,1.2,0,0,,,,100,Available,,0,332,332,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,746,"Fri Dec 1, 18:15:03"
Jebbison,Forward,Sheffield Utd,4.8,0,0,0,0,0,0,0,0,,,,0,Injured,Illness - Unknown return date,0,950,43,2034,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",483,"Fri Dec 1, 18:15:03"
Johnson,Defender,Luton,4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,3370,192,1936,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,682,"Fri Dec 1, 18:15:03"
Johnson,Defender,West Ham,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,1897,101,5358,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Oct 5, 08:30",536,"Fri Dec 1, 18:15:03"
Jordão,Midfielder,Wolves,4.4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.2,9991,209,16911,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,561,"Fri Dec 1, 18:15:03"
Kane,Forward,Spurs,12.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Bayern Munich,0.6,565,0,319775,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Aug 12, 09:23",500,"Fri Dec 1, 18:15:03"
Karbownik,Defender,Brighton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Hertha BSC,0,0,0,2253,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 9, 08:35",136,"Fri Dec 1, 18:15:03"
Karius,Goalkeeper,Newcastle,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.3,8363,424,10846,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,580,"Fri Dec 1, 18:15:03"
Kelleher,Goalkeeper,Liverpool,3.9,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.9,73510,62977,13176,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,301,"Fri Dec 1, 18:15:03"
Kellyman,Midfielder,Aston Villa,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,6177,144,5909,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,618,"Fri Dec 1, 18:15:02"
Kilkenny,Midfielder,Bournemouth,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,4134,54,6686,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,71,"Fri Dec 1, 18:15:03"
Kim Ji-Soo,Defender,Brentford,4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,2113,177,888,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,725,"Fri Dec 1, 18:15:03"
King,Goalkeeper,Wolves,4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.7,13333,170,27233,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,564,"Fri Dec 1, 18:15:03"
Knockaert,Midfielder,Fulham,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Huddersfield Town,0,941,0,7523,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:13",273,"Fri Dec 1, 18:15:03"
Kongolo,Defender,Fulham,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Rapid Vienna,0.1,1162,0,9840,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:04",274,"Fri Dec 1, 18:15:03"
Koz?owski,Midfielder,Brighton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined vitesse on a season long loan,0,0,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 20, 08:40",137,"Fri Dec 1, 18:15:03"
Krul,Goalkeeper,Luton,4.4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,2329,89,2379,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,665,"Fri Dec 1, 18:15:03"
Kuol,Midfielder,Newcastle,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to FC Volendam,0,0,0,623,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 9, 08:37",418,"Fri Dec 1, 18:15:03"
Laryea,Defender,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Loan to the end of the year with a permanent transfer in view,0,0,0,484,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:37",452,"Fri Dec 1, 18:15:03"
Lavia,Midfielder,Chelsea,4.9,0,0,0,0,0,0,0,0,,,,25,Doubtful,Lack of match fitness - 25% chance of playing,0,1078,21,1282,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 24, 14:00",667,"Fri Dec 1, 18:15:03"
Lenglet,Defender,Aston Villa,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,5743,272,3395,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,699,"Fri Dec 1, 18:15:03"
Lloris,Goalkeeper,Spurs,4.8,0,0,0,0,0,-1,0,0,,,,100,Available,,0.6,25340,572,59514,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,502,"Fri Dec 1, 18:15:03"
Lonergan,Goalkeeper,Everton,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,1623,198,3105,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,579,"Fri Dec 1, 18:15:03"
Lowe,Midfielder,Bournemouth,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to  Swansea City,0,81,0,1231,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:49",73,"Fri Dec 1, 18:15:03"
Lukaku,Forward,Chelsea,6.8,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Roma,0.3,9006,0,60797,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 07:24",207,"Fri Dec 1, 18:15:03"
Luker,Midfielder,Luton,4.5,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,439,41,200,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,729,"Fri Dec 1, 18:15:03"
M.Sarr,Defender,Chelsea,4.3,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,3878,95,8147,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,214,"Fri Dec 1, 18:15:03"
Macey,Goalkeeper,Luton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Released from contract,0.2,1324,0,38749,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:04",323,"Fri Dec 1, 18:15:03"
Mahrez,Midfielder,Man City,7.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Al-Ahli,0,0,0,5476,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 31, 07:05",359,"Fri Dec 1, 18:15:03"
Malacia,Defender,Man Utd,4.3,0,0,0,0,0,0,0,0,,,,0,Injured,Knee injury - Expected back 14 Jan,0,542,14,4500,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",389,"Fri Dec 1, 18:15:03"
Manquillo,Defender,Newcastle,4,0,0,0,0,0,0,0,0,,,,25,Doubtful,Groin Injury - 25% chance of playing,0,3123,13,5444,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Nov 1, 10:00",422,"Fri Dec 1, 18:15:03"
Marcondes,Midfielder,Bournemouth,4.3,0,0,0,0,0,0,0,0,,,,75,Doubtful,Lack of match fitness - 75% chance of playing,0,4018,2008,3792,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 18, 11:59",74,"Fri Dec 1, 18:15:03"
Marquinhos,Midfielder,Arsenal,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to FC Nantes,0,819,0,11502,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 14, 03:57",11,"Fri Dec 1, 18:15:02"
Marschall,Goalkeeper,Aston Villa,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,2071,81,1228,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,670,"Fri Dec 1, 18:15:02"
Marsh,Forward,Sheffield Utd,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Doncaster Rovers,0,3568,0,4552,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 21:50",654,"Fri Dec 1, 18:15:03"
Massengo,Midfielder,Burnley,5,0,0,0,0,0,0,0,0,,,,100,Available,,0,277,15,253,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,694,"Fri Dec 1, 18:15:03"
Matthews,Goalkeeper,Crystal Palace,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,2902,73,5827,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,233,"Fri Dec 1, 18:15:03"
Mbabu,Defender,Fulham,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Augsburg,0.2,4952,0,38963,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:05",277,"Fri Dec 1, 18:15:03"
Mbe Soh,Defender,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long to Almere City,0.1,589,0,7107,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 29, 07:47",454,"Fri Dec 1, 18:15:03"
McAtee,Forward,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Barnsley,0.6,7174,0,222956,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 28, 08:17",324,"Fri Dec 1, 18:15:03"
McGill,Goalkeeper,Brighton,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.3,17134,649,14200,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,"Fri Dec 1, 18:15:03"
McNally,Defender,Burnley,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Stoke City,0,0,0,1632,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:35",171,"Fri Dec 1, 18:15:03"
Mendes,Midfielder,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Bolton Wanderers,0,0,0,1400,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:29",325,"Fri Dec 1, 18:15:03"
Mighten,Midfielder,Nottm Forest,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to KV Kortrijk,0,874,0,3162,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 8, 08:21",456,"Fri Dec 1, 18:15:03"
Mings,Defender,Aston Villa,4.1,0,0,0,0,0,0,2.2,5,,,,0,Injured,Knee injury - Unknown return date,1.4,9566,91,1051568,1933,30,0,0,0,2,6,0,0,0,0,0,0,0,3.6,13,5,,"Sat Aug 12, 21:30",51,"Fri Dec 1, 18:15:02"
Muric,Goalkeeper,Burnley,4.3,0,0,0,0,0,0,0,0,,,,25,Doubtful,Illness - 25% chance of playing,0.1,1494,41,15508,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Nov 23, 20:00",172,"Fri Dec 1, 18:15:03"
Muskwe,Forward,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Exeter City,0.1,1383,0,17459,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 14:47",327,"Fri Dec 1, 18:15:03"
Ndiaye,Forward,Sheffield Utd,5.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Marseille,0,0,0,2123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 2, 07:28",486,"Fri Dec 1, 18:15:03"
Ndombele,Midfielder,Spurs,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Galatasaray with an option to buy for €15m,0.2,12864,0,48193,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Sep 7, 15:49",505,"Fri Dec 1, 18:15:03"
Nelson,Midfielder,Luton,4.5,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,324,79,113,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,734,"Fri Dec 1, 18:15:03"
Nkunku,Forward,Chelsea,7.3,0,0,0,0,0,0,0,0,,,,50,Doubtful,Lack of match fitness - 50% chance of playing,0.6,15527,3042,119813,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 3, 09:30",212,"Fri Dec 1, 18:15:03"
Norrington-Davies,Defender,Sheffield Utd,3.9,0,0,0,0,0,0,0,0,,,,0,Injured,Lack of match fitness - Unknown return date,0.1,14403,1089,9618,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",487,"Fri Dec 1, 18:15:03"
Nyoni,Midfielder,Liverpool,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,55,22,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,743,"Fri Dec 1, 18:15:03"
O'Brien,Midfielder,Nottm Forest,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Middlesbrough,0,68,0,1173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 07:24",458,"Fri Dec 1, 18:15:03"
O'Brien,Defender,Crystal Palace,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Lyon,0.1,415,0,9721,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 17, 06:14",235,"Fri Dec 1, 18:15:03"
O.Richards,Defender,Nottm Forest,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Olympiakos,0,88,0,3760,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 16, 16:30",461,"Fri Dec 1, 18:15:03"
Ojeda,Midfielder,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Real Salt Lake,0,0,0,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:39",459,"Fri Dec 1, 18:15:03"
Ola-Adebomi,Forward,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,3829,208,1993,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,720,"Fri Dec 1, 18:15:03"
Omobamidele,Defender,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,494,28,478,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,711,"Fri Dec 1, 18:15:03"
Onyedinma,Midfielder,Luton,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Rotherham,0,0,0,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 31, 07:05",329,"Fri Dec 1, 18:15:03"
O’Mahony,Forward,Brighton,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,912,375,224,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,741,"Fri Dec 1, 18:15:03"
Panzo,Defender,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Cardiff City,0.1,884,0,8944,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 14:45",460,"Fri Dec 1, 18:15:03"
Peacock-Farrell,Goalkeeper,Burnley,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Aarhus on loan,0,0,0,921,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:25",175,"Fri Dec 1, 18:15:03"
Pearson,Midfielder,Bournemouth,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Stoke City,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 08:58",79,"Fri Dec 1, 18:15:03"
Peart-Harris,Midfielder,Brentford,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,54,31,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,744,"Fri Dec 1, 18:15:03"
Pepe,Midfielder,Arsenal,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent move to Trabzonspor,0,667,0,6232,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 11, 14:13",16,"Fri Dec 1, 18:15:02"
Pepple,Forward,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Bromley,0.1,838,0,16454,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 21, 08:33",331,"Fri Dec 1, 18:15:03"
Pereira,Midfielder,Luton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Sutton United,0.1,1744,0,16661,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 14:46",332,"Fri Dec 1, 18:15:03"
Perrone,Midfielder,Man City,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to UD Las Palmas,0,332,0,2209,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 25, 08:39",363,"Fri Dec 1, 18:15:03"
Petrovic,Goalkeeper,Chelsea,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,1961,64,1784,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,687,"Fri Dec 1, 18:15:03"
Phillips,Defender,Liverpool,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Loaned to Celtic - expected back January,0.1,2433,0,17445,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 07:23",306,"Fri Dec 1, 18:15:03"
Phillips,Defender,Spurs,4,0,0,0,0,0,0,0,0,,,,0,Injured,Ankle injury - Expected back 14 Jan,0.1,10575,45,6542,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Nov 24, 15:00",702,"Fri Dec 1, 18:15:03"
Plange,Forward,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,"Half season loan to Carlisle United, expected back in January",0,0,0,1444,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 2, 07:30",237,"Fri Dec 1, 18:15:03"
Podence,Midfielder,Wolves,5.3,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Olympiakos,0,868,0,11438,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Sep 6, 09:27",568,"Fri Dec 1, 18:15:03"
Potts,Defender,Luton,3.9,0,0,0,0,0,0,0,0,,,,0,Injured,Ankle injury - Expected back 25 Nov,0.1,5283,507,7637,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",333,"Fri Dec 1, 18:15:03"
Powell,Defender,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,4612,96,6001,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,637,"Fri Dec 1, 18:15:03"
Pulisic,Midfielder,Chelsea,5.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to AC Milan,0,0,0,395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 14, 08:03",213,"Fri Dec 1, 18:15:03"
Randolph,Goalkeeper,Bournemouth,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.4,7237,162,22023,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Oct 28, 18:00",80,"Fri Dec 1, 18:15:03"
Raymond,Midfielder,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,445,31,202,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,724,"Fri Dec 1, 18:15:03"
Rea,Midfielder,Luton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Released from contract,0,883,0,4970,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:07",334,"Fri Dec 1, 18:15:03"
Rodon,Defender,Spurs,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Leeds United,0.1,0,0,13379,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 10:47",510,"Fri Dec 1, 18:15:03"
Rúnarsson,Goalkeeper,Arsenal,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Cardiff City,0.1,990,0,10001,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 20, 06:33",18,"Fri Dec 1, 18:15:02"
Sagoe,Midfielder,Arsenal,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,238,76,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,735,"Fri Dec 1, 18:15:02"
Saint-Maximin,Midfielder,Newcastle,6,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent move to Al Ahli,0,0,0,5265,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 1, 09:50",426,"Fri Dec 1, 18:15:03"
Sanson,Midfielder,Aston Villa,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined OGC Nice on a season-long loan,0,0,0,588,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:26",56,"Fri Dec 1, 18:15:02"
