Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing,Availability,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Sangaré,Midfielder,Nottm Forest,4.9,18,1.8,0,0.8,0.2,0.8,23.7,60,,,,100,Available,,0,1839,8,1447,37,751,0,0,4,12,1.44,0,0,0,4,0,0,0,117.6,83.6,36,,"Mon Nov 27, 21:30",713,"Tue Dec 19, 16:15:01"
Steele,Goalkeeper,Brighton,4.2,18,2,0,0.6,0.1,0.6,20.5,143,,,,100,Available,,2.2,128818,659,452388,5098,810,0,0,0,17,1.89,0,0,0,0,0,23,0,204.6,0.1,0,,,148,"Tue Dec 19, 16:15:01"
Stones,Defender,Man City,5.3,18,2.6,1,0.6,0.1,0,10.7,86,,,,100,Available,,3,107987,1549,2211621,4420,368,0,0,2,3,0.73,0,0,0,1,0,0,0,51.4,47.5,8,,"Wed Nov 8, 09:00",368,"Tue Dec 19, 16:15:01"
Van Hecke,Defender,Brighton,4,18,1.5,1,1.2,0.3,1.2,39.3,155,,,,100,Available,,2,244344,2767,184376,2731,928,0,0,0,14,1.36,0,0,0,2,0,0,1,278.4,47.7,66,,,150,"Tue Dec 19, 16:15:01"
Verbruggen,Goalkeeper,Brighton,4.4,18,2.2,3,1.2,0.3,1.2,21.8,138,,,,100,Available,,0.4,30391,857,43981,411,720,0,0,0,13,1.62,0,0,0,1,0,24,2,217.6,0,0,,,152,"Tue Dec 19, 16:15:01"
Vitinho,Defender,Burnley,4.4,18,1.6,1,2.4,0.5,1.9,16.4,89,,,,100,Available,,0.1,5828,144,13096,105,865,0,0,1,18,1.87,0,0,0,0,0,0,0,69,54.7,41,,"Thu Aug 31, 02:00",182,"Tue Dec 19, 16:15:01"
Barnes,Midfielder,Newcastle,6.2,17,2.8,0,0,0,0,14,48,,,,0,Injured,Toe Injury - Expected back 13 Jan,1,197374,40,445542,455,183,1,1,1,2,0.98,0,0,0,1,0,0,2,57.6,29.9,53,,"Sun Sep 24, 22:30",603,"Tue Dec 19, 16:15:01"
Danjuma,Midfielder,Everton,5.2,17,1.9,0,0.2,0,0.2,30.1,40,,3,,100,Available,,0.1,28474,82,36591,217,386,1,0,0,9,2.1,0,0,0,0,0,0,0,63.6,62.8,174,,"Sun Aug 6, 23:30",601,"Tue Dec 19, 16:15:01"
Duran,Forward,Aston Villa,5,17,1.7,0,0.4,0.1,0.9,15.3,61,,,,100,Available,,0.2,47985,560,41792,660,120,2,0,0,0,0,0,0,0,4,0,0,3,74,19.5,63,,"Sun Oct 29, 22:00",44,"Tue Dec 19, 16:15:01"
H.Bueno,Defender,Wolves,4.4,17,1.9,0,1.8,0.4,1.8,14.9,64,,,,100,Available,,0.1,6495,45,12480,143,359,0,0,2,6,1.5,1,0,0,0,0,0,0,64.2,63.1,23,,"Fri Oct 6, 16:00",548,"Tue Dec 19, 16:15:02"
Hickey,Defender,Brentford,4.4,17,1.9,0,0,0,0,12.9,87,,,,0,Injured,Hamstring injury - Expected back 20 Jan,0.2,23229,1,40682,225,713,0,0,2,12,1.51,0,0,0,5,0,0,0,66.6,28.4,37,,"Sat Nov 4, 19:30",104,"Tue Dec 19, 16:15:01"
Højbjerg,Midfielder,Spurs,5.2,17,1.1,1,1.2,0.2,1.2,25.8,96,,,,100,Available,,0.3,15016,177,48571,410,580,0,0,1,12,1.86,0,0,0,3,0,0,0,133.6,72.8,51,,,499,"Tue Dec 19, 16:15:02"
Ramsdale,Goalkeeper,Arsenal,4.6,17,3.4,0,1.2,0.3,1.2,5.6,77,,,,100,Available,,6.6,258985,830,1394852,8115,450,0,0,2,4,0.8,0,0,0,0,0,6,0,55.8,0,0,,,17,"Tue Dec 19, 16:15:01"
Robinson,Defender,Sheffield Utd,4.4,17,1.1,0,1.4,0.3,0.9,38.1,216,,,,100,Available,,0.1,8328,192,11319,108,1394,0,1,1,41,2.65,0,0,0,5,0,0,1,265.6,61.9,52,,"Sat Dec 9, 22:00",576,"Tue Dec 19, 16:15:01"
Baldock,Defender,Sheffield Utd,3.9,16,2,0,1.2,0.3,0.7,18.5,75,,,,100,Available,,6.7,532284,3135,1196865,10017,563,0,2,0,12,1.92,0,0,0,3,0,0,2,95.8,74.2,17,,"Sat Dec 2, 19:00",473,"Tue Dec 19, 16:15:01"
Bentley,Goalkeeper,Wolves,3.9,16,5.3,1,3.2,0.8,3.2,5.7,60,,,,100,Available,,1.3,128413,3125,48430,3279,247,0,0,2,3,1.09,0,0,0,0,0,7,1,57.4,0,0,,,546,"Tue Dec 19, 16:15:02"
Brooks,Midfielder,Bournemouth,4.8,16,1.8,0,0.2,0,0.2,22.9,53,,,,100,Available,,0.1,8945,21,13523,137,231,1,0,0,4,1.56,0,0,0,1,0,0,2,62,82.3,83,,,64,"Tue Dec 19, 16:15:01"
Buonanotte,Midfielder,Brighton,4.7,16,1.8,1,2,0.4,2,17.8,40,,,,100,Available,,0,3999,57,6242,174,324,1,1,0,6,1.67,0,0,0,3,0,0,1,69.6,61,47,,,125,"Tue Dec 19, 16:15:01"
E.Royal,Defender,Spurs,4.4,16,1.3,1,0.4,0.1,0.4,21.5,110,,,,100,Available,,0.8,152875,344,178443,1224,507,1,0,0,14,2.49,0,0,0,2,0,0,1,154.4,29.9,28,,,497,"Tue Dec 19, 16:15:02"
Hinshelwood,Midfielder,Brighton,4.5,16,2.7,2,2.8,0.6,2.8,24,58,,,,100,Available,,0,5679,183,3322,264,362,1,0,0,11,2.73,0,0,0,1,0,0,3,81.4,39.7,119,,,621,"Tue Dec 19, 16:15:01"
Keane,Defender,Everton,4.3,16,3.2,14,2.8,0.7,2.8,18.1,56,,,,100,Available,,0.2,9825,1604,21170,185,316,1,0,1,7,1.99,0,0,0,1,0,0,2,94.4,3.3,83,,"Thu Dec 14, 18:00",257,"Tue Dec 19, 16:15:01"
Reguilón,Defender,Man Utd,4.4,16,2.3,0,0.2,0,0.7,20,83,,,3,100,Available,,0.4,152877,220,143045,1290,402,0,0,2,7,1.57,0,0,0,3,0,0,2,64.8,106,29,,"Fri Sep 29, 13:30",508,"Tue Dec 19, 16:15:01"
Tonali,Midfielder,Newcastle,5.2,16,2,0,0,0,0,23.8,86,,,,0,Suspended,Suspended until 27 Aug,1.2,194875,9,342238,717,437,1,0,1,5,1.03,0,0,0,2,0,0,0,81.8,105,50,,"Sat Oct 28, 17:30",429,"Tue Dec 19, 16:15:01"
Welbeck,Forward,Brighton,5.7,16,1.8,1,0.2,0,0.2,22.2,48,3,,,100,Available,,0.6,72667,517,255953,292,418,1,0,2,8,1.72,0,0,0,1,0,0,1,63.4,72.2,86,,"Sat Oct 21, 17:30",154,"Tue Dec 19, 16:15:01"
Bell,Defender,Luton,3.9,15,1.2,2,1.2,0.3,0.2,29.7,125,,,,100,Available,,3.1,134104,1348,618446,3041,1010,0,0,0,23,2.05,0,0,0,0,0,0,0,184.8,70.7,42,,"Tue Oct 3, 22:30",316,"Tue Dec 19, 16:15:01"
Chilwell,Defender,Chelsea,5.4,15,2.5,0,0,0,0,28.1,66,,3,1,0,Injured,Hamstring injury - Unknown return date,5,2119593,87,3143593,2853,334,0,1,1,5,1.35,0,0,0,3,0,0,2,57,136.4,88,,"Thu Sep 28, 03:30",195,"Tue Dec 19, 16:15:01"
Jorginho,Midfielder,Arsenal,5.3,15,1.4,0,0.4,0.1,0.3,12.4,66,,,,75,Doubtful,Foot injury - 75% chance of playing,0.2,8680,46,17581,307,383,0,0,1,6,1.41,0,0,0,1,0,0,0,50.6,64.7,9,,"Mon Dec 18, 00:00",9,"Tue Dec 19, 16:15:01"
Lallana,Midfielder,Brighton,4.9,15,1.4,1,1.4,0.3,1.4,22,47,,,,100,Available,,0,4334,56,7833,112,464,0,1,1,8,1.55,0,0,0,1,0,0,0,43.6,132,44,,"Fri Sep 29, 14:00",138,"Tue Dec 19, 16:15:01"
Milner,Midfielder,Brighton,4.8,15,1.4,1,1.2,0.3,1.2,28.2,92,,,4,100,Available,,0.1,7333,62,21333,108,521,0,1,1,10,1.73,0,0,0,3,0,0,0,103.8,148.6,29,,"Fri Nov 10, 02:00",142,"Tue Dec 19, 16:15:01"
Trusty,Defender,Sheffield Utd,3.9,15,1.2,1,1.8,0.5,1.3,23.1,130,,,,100,Available,,2.3,230379,5306,110082,4823,912,0,0,1,25,2.47,0,0,0,2,0,0,0,195,20.2,16,,,27,"Tue Dec 19, 16:15:01"
Williams,Defender,Nottm Forest,4.3,15,1.9,1,1.8,0.4,1.8,21.9,60,,3,4,100,Available,,0.2,8093,281,18204,268,302,0,1,0,5,1.49,0,0,0,0,0,0,2,118.4,79.2,20,,,467,"Tue Dec 19, 16:15:01"
Amrabat,Midfielder,Man Utd,5,14,1.4,2,1.6,0.3,2.1,17.1,76,,,,100,Available,,0.1,32318,307,25215,446,610,0,0,1,8,1.18,0,0,0,3,0,0,0,100,65.8,4,,"Wed Oct 18, 22:00",709,"Tue Dec 19, 16:15:01"
Aït-Nouri,Defender,Wolves,4.5,14,1,1,0.4,0.1,0.4,35.6,101,,,4,100,Available,,0.4,64017,240,68336,626,909,0,0,0,17,1.68,0,0,0,4,0,0,0,161.4,144.6,51,,"Tue Nov 28, 01:00",545,"Tue Dec 19, 16:15:02"
B.Badiashile,Defender,Chelsea,4.4,14,3.5,8,2.8,0.6,2.8,16.7,85,,,,100,Available,,0.1,13769,2969,7045,334,360,0,1,1,8,2,0,0,0,1,0,0,4,107.2,35.4,25,,"Thu Aug 3, 10:30",191,"Tue Dec 19, 16:15:01"
Dahoud,Midfielder,Brighton,4.8,14,1.6,0,0.2,0,0.2,21.7,68,,,,100,Available,,0.1,8318,22,18120,60,449,0,1,1,6,1.2,0,0,0,1,1,0,0,70.4,127.2,24,,"Mon Nov 13, 01:00",128,"Tue Dec 19, 16:15:01"
Luki?,Midfielder,Fulham,4.4,14,1.4,1,0.6,0.1,1.1,12.3,47,,,,100,Available,,0.3,59469,108,75718,705,377,0,0,1,8,1.91,0,0,0,1,0,0,0,46.2,49.5,30,,"Thu Aug 31, 17:30",276,"Tue Dec 19, 16:15:01"
Solomon,Midfielder,Spurs,5.1,14,2.8,0,0,0,0,28,53,,,,0,Injured,Knee injury - Expected back 14 Jan,0.1,18830,2,28275,50,196,0,2,0,2,0.92,0,0,0,1,0,0,2,73.4,144.3,61,,"Fri Oct 6, 15:30",583,"Tue Dec 19, 16:15:02"
Ahmedhodži?,Defender,Sheffield Utd,4.3,13,1,1,2,0.5,1.5,29.4,139,,,,100,Available,,0.2,10869,221,36174,304,1125,0,0,1,32,2.56,0,0,0,4,0,0,2,202.6,10,79,,"Sun Oct 22, 23:30",471,"Tue Dec 19, 16:15:01"
Alex Moreno,Defender,Aston Villa,5,13,3.2,10,2.6,0.5,3.1,12.1,29,,,,100,Available,,0.4,46413,18875,15304,802,119,1,0,0,1,0.76,0,0,0,0,0,0,2,55.4,4.7,62,,"Sun Sep 24, 22:30",32,"Tue Dec 19, 16:15:01"
Andersen,Defender,Luton,3.9,13,2.2,0,0,0,-1,14.3,68,,,,100,Available,,0.8,200691,390,200399,1052,371,1,0,0,6,1.46,0,0,0,1,0,0,1,113.2,1.8,27,,"Sat Oct 7, 21:00",315,"Tue Dec 19, 16:15:01"
Burke,Defender,Luton,4,13,1.6,0,0,0,-0.5,25.6,79,,,,50,Doubtful,Hamstring injury - 50% chance of playing,0.1,24888,5,20591,225,595,0,1,0,12,1.82,0,0,0,1,0,0,0,131.2,73.8,51,,"Sun Oct 22, 23:30",318,"Tue Dec 19, 16:15:01"
Danilo,Midfielder,Nottm Forest,5.3,13,1.3,1,1,0.2,1,9.1,41,,,,100,Available,,0.1,2586,19,11362,43,481,0,0,0,13,2.43,0,0,0,1,0,0,0,31.4,35.9,24,,"Mon Dec 4, 17:00",442,"Tue Dec 19, 16:15:01"
Dobbin,Midfielder,Everton,4.5,13,2.2,1,1.6,0.4,1.6,11.1,37,,,,100,Available,,0.1,9820,77,8110,184,167,1,0,1,2,1.08,0,0,0,0,0,0,0,55.6,13.5,43,,,624,"Tue Dec 19, 16:15:01"
Henry,Defender,Brentford,4.3,13,2.6,0,0,0,0,15.7,74,,,,0,Injured,Knee injury - Expected back 01 Jun,1,559922,6,719859,957,401,0,1,1,5,1.12,0,0,0,1,0,0,0,72.8,67.9,17,,"Sat Sep 16, 20:00",103,"Tue Dec 19, 16:15:01"
J.Ramsey,Midfielder,Aston Villa,5.9,13,1.9,2,1.2,0.2,1.7,16.9,35,,,,100,Available,,0.1,10837,662,16821,228,222,1,0,0,2,0.81,0,0,0,0,0,0,0,61.8,51.6,55,,"Wed Oct 4, 15:30",55,"Tue Dec 19, 16:15:01"
M.Trésor,Midfielder,Burnley,5.4,13,1.3,1,0.8,0.1,0.3,11.5,41,,4,3,100,Available,,0,4149,14,3739,40,271,0,0,0,6,1.99,0,0,0,0,0,0,0,27.2,62.6,24,,,706,"Tue Dec 19, 16:15:01"
Matheus N.,Midfielder,Man City,4.8,13,1.4,0,0.4,0.1,0,19,58,,,,100,Available,,0.1,21052,27,35639,108,408,0,1,1,9,1.99,0,0,0,0,1,0,0,80.2,81.9,28,,"Thu Nov 16, 15:00",566,"Tue Dec 19, 16:15:01"
Niakhaté,Defender,Nottm Forest,4.5,13,1.2,1,0.8,0.2,0.8,18.6,109,,,,100,Available,,0.1,4227,113,4294,124,733,0,0,1,17,2.09,0,0,0,2,1,0,1,124.2,40.4,22,,"Sun Oct 1, 19:30",457,"Tue Dec 19, 16:15:01"
P.Fornals,Midfielder,West Ham,4.6,13,1.1,1,0.8,0.2,0.3,16.6,49,,,,100,Available,,0.1,3207,42,9175,89,236,0,0,0,7,2.67,0,0,0,0,0,0,0,40.6,59.3,66,,,534,"Tue Dec 19, 16:15:02"
Baleba,Midfielder,Brighton,4.5,12,1.2,0,1,0.2,1,16.9,67,,,,100,Available,,0.1,15834,50,10048,398,474,0,0,0,11,2.09,0,0,0,2,0,0,0,92.2,53.7,23,,,690,"Tue Dec 19, 16:15:01"
Baptiste,Midfielder,Brentford,4.3,12,2.4,0,2.2,0.5,0,12.6,57,,,,100,Available,,1.2,98352,1905,273418,6142,188,1,0,0,5,2.39,0,0,0,0,0,0,0,63.8,24.7,39,,"Fri Aug 25, 15:00",92,"Tue Dec 19, 16:15:01"
Boubacar Traore,Midfielder,Wolves,4.3,12,1.1,0,0.8,0.2,0.8,10.2,57,,,,100,Available,,0.4,35364,153,53324,791,376,0,0,0,11,2.63,0,0,0,1,0,0,0,44,46.7,10,,,574,"Tue Dec 19, 16:15:02"
Clyne,Defender,Crystal Palace,4.4,12,2,1,0.8,0.2,0.8,6,59,,,,100,Available,,0.1,6397,130,10751,124,371,0,0,1,5,1.21,0,0,0,0,0,0,0,38.6,8.2,12,,,222,"Tue Dec 19, 16:15:01"
Dubravka,Goalkeeper,Newcastle,4.2,12,3,7,2.4,0.6,3.4,9.6,71,,,,100,Available,,7.5,724940,64715,71216,1983,274,0,0,1,7,2.3,0,0,0,0,0,14,0,96.2,0,0,,"Thu Sep 28, 03:30",409,"Tue Dec 19, 16:15:01"
Fabianski,Goalkeeper,West Ham,4.2,12,4,8,2.4,0.6,1.9,8.3,63,,,,100,Available,,1.4,45748,3621,200433,988,270,0,0,1,6,2,0,0,0,0,0,11,1,83,0,0,,"Fri Oct 27, 13:30",533,"Tue Dec 19, 16:15:02"
Jones,Midfielder,Liverpool,4.9,12,1.3,1,1.4,0.3,1.4,12.7,44,,,,100,Available,,0,4038,55,13255,89,391,0,1,1,5,1.15,0,0,0,1,1,0,0,59.6,36.3,36,,"Sun Nov 5, 22:00",300,"Tue Dec 19, 16:15:01"
Kiwior,Defender,Arsenal,4.3,12,1.7,1,0.6,0.1,0.6,7.4,58,,,,100,Available,,0.1,4503,43,8632,113,247,0,0,1,5,1.82,0,0,0,0,0,0,0,43.4,11.2,18,,,10,"Tue Dec 19, 16:15:01"
McKenna,Defender,Nottm Forest,4.4,12,2.4,0,0,0,0,13.8,64,,,,100,Available,,0.1,5573,18,9696,81,416,0,0,1,6,1.3,0,0,0,0,0,0,1,89,32.4,17,,"Sat Aug 26, 21:00",455,"Tue Dec 19, 16:15:01"
Moore,Forward,Bournemouth,4.7,12,2,0,1.4,0.3,1.4,13.1,38,,,,100,Available,,0.2,18023,245,43398,612,85,1,0,0,1,1.06,0,0,0,0,0,0,2,37.4,17.3,78,,,76,"Tue Dec 19, 16:15:01"
Mount,Midfielder,Man Utd,6.8,12,1.5,0,0,0,0.1,18,51,,,,25,Doubtful,Calf injury - 25% chance of playing,0.8,24652,29,279250,546,397,0,0,1,6,1.36,0,0,0,1,0,0,0,53,86.3,40,,"Sun Nov 26, 22:00",209,"Tue Dec 19, 16:15:01"
Odysseas,Goalkeeper,Nottm Forest,4.5,12,2.4,0,0.6,0.1,0.6,11.2,79,,,,100,Available,,0.1,16102,93,9972,678,450,0,0,1,12,2.4,0,0,0,0,0,10,0,101.8,10,0,,,710,"Tue Dec 19, 16:15:01"
Osho,Defender,Luton,4.4,12,2,0,1.6,0.4,0.6,18.9,78,,,,100,Available,,0,2734,56,2896,119,506,1,0,0,12,2.13,0,0,0,1,0,0,0,163.2,2.9,23,,"Fri Aug 4, 11:00",330,"Tue Dec 19, 16:15:01"
Pellistri,Midfielder,Man Utd,4.4,12,1.5,1,0.6,0.1,1.1,11.7,35,,,,100,Available,,0.2,44879,95,40622,754,147,0,1,0,1,0.61,0,0,0,0,0,0,0,40.8,18.2,57,,,394,"Tue Dec 19, 16:15:01"
Rothwell,Midfielder,Bournemouth,4.8,12,1.2,0,0.2,0,0.2,11,51,,,,100,Available,,0,777,5,1676,24,360,0,0,0,11,2.75,0,0,0,0,0,0,0,41.8,62.1,5,,,81,"Tue Dec 19, 16:15:01"
Skipp,Midfielder,Spurs,4.6,12,1,1,1,0.2,1,15.8,50,,,,100,Available,,0.1,7254,60,22020,159,288,0,0,0,9,2.81,0,0,0,1,0,0,0,47.8,69,45,,,515,"Tue Dec 19, 16:15:02"
Worrall,Defender,Nottm Forest,4.4,12,2,0,0,0,0,12.2,69,,,,100,Available,,0.1,5152,11,8764,72,437,0,0,1,9,1.85,0,0,0,0,1,0,3,82,22.1,18,,"Sat Aug 26, 19:30",469,"Tue Dec 19, 16:15:01"
Yarmoliuk,Midfielder,Brentford,4.4,12,1.3,0,1.6,0.4,0,14.2,38,,,,100,Available,,0.6,48302,131,72421,1315,290,0,0,2,2,0.62,0,0,0,1,0,0,0,44.6,32.1,65,,,120,"Tue Dec 19, 16:15:01"
Bobb,Midfielder,Man City,4.4,11,2.2,0,0.2,0,0,8.3,41,,,,100,Available,,0.1,8963,107,7774,261,69,0,2,0,2,2.61,0,0,0,0,0,0,0,30.4,45.1,8,,,345,"Tue Dec 19, 16:15:01"
Doyle,Midfielder,Wolves,4.4,11,1.2,1,0.8,0.2,0.8,11.7,59,,4,2,100,Available,,0.1,9447,51,7050,249,274,0,0,1,5,1.64,0,0,0,1,0,0,0,56.8,53.1,7,,"Sat Sep 23, 21:30",351,"Tue Dec 19, 16:15:02"
Igor,Defender,Brighton,4.3,11,1.2,1,0.8,0.2,0.8,16.6,105,,,,100,Available,,0.1,16547,234,18543,338,567,0,0,0,11,1.75,0,0,0,2,0,0,1,105,50.9,10,,"Fri Nov 24, 20:30",606,"Tue Dec 19, 16:15:01"
T.Bénie,Forward,Sheffield Utd,5.2,11,1.4,0,0.4,0.1,-0.1,11.2,14,,,,100,Available,,0,7539,99,12082,82,383,0,0,0,13,3.05,0,0,0,0,0,0,0,25.8,56.7,31,,,593,"Tue Dec 19, 16:15:01"
Zaniolo,Midfielder,Aston Villa,5.4,11,1,1,0.2,0,0.7,30.1,-13,,,,100,Available,,0,11628,80,10520,93,475,0,0,1,5,0.95,0,0,0,3,0,0,0,33.8,71.5,201,,"Fri Nov 24, 19:00",672,"Tue Dec 19, 16:15:01"
A.Ramsey,Midfielder,Burnley,5,10,1.2,0,0.4,0.1,0,6.7,33,,,,50,Doubtful,Knock - 50% chance of playing,0,8901,15,7420,174,255,0,0,0,8,2.82,0,0,0,0,0,0,0,23.2,21.3,24,,"Mon Dec 11, 00:00",675,"Tue Dec 19, 16:15:01"
Al-Dakhil,Defender,Burnley,3.9,10,0.9,1,0.2,0.1,-0.3,18.6,99,,,,100,Available,,0.6,89356,355,86618,1084,875,0,0,0,22,2.26,1,0,0,1,0,0,0,121.2,30.9,34,,"Wed Oct 18, 22:00",157,"Tue Dec 19, 16:15:01"
Cucurella,Defender,Chelsea,4.8,10,1.1,0,0.4,0.1,0,29.9,104,,,,0,Injured,Ankle injury - Expected back 09 Mar,0.5,54729,28,77142,2499,703,0,0,1,14,1.79,0,0,0,5,0,0,0,148.4,92.3,58,,"Sun Dec 10, 23:00",198,"Tue Dec 19, 16:15:01"
Doherty,Defender,Wolves,4.3,10,0.9,1,1,0.2,1,17.7,45,,,,100,Available,,0.2,11962,92,24202,237,380,0,0,0,7,1.66,0,0,0,1,0,0,0,56.2,77.7,44,,,598,"Tue Dec 19, 16:15:02"
Hannibal,Midfielder,Man Utd,4.4,10,2.5,1,0.4,0.1,0.9,9,33,,,,100,Available,,0.2,45222,53,37087,655,130,1,0,1,1,0.69,0,0,0,1,0,0,0,48.2,29.8,13,,,383,"Tue Dec 19, 16:15:01"
Ings,Forward,West Ham,5.6,10,1,1,0.6,0.1,0.1,3,28,,,,100,Available,,0.7,38577,814,161381,970,132,0,0,0,5,3.41,0,0,0,1,0,0,0,13.4,2.1,15,,,535,"Tue Dec 19, 16:15:02"
Krafth,Defender,Newcastle,4.4,10,2.5,7,1.8,0.4,2.8,9.6,43,,,,100,Available,,0,1305,54,1658,32,82,0,0,1,1,1.1,0,0,0,0,0,0,1,28.8,62.8,5,,"Sun Aug 6, 23:30",417,"Tue Dec 19, 16:15:01"
O.Dango,Midfielder,Bournemouth,4.7,10,1,0,0.4,0.1,0.4,18.8,30,,,,100,Available,,0,988,9,4903,33,235,0,0,1,5,1.91,0,0,0,2,0,0,0,39.6,55.8,91,,"Sat Aug 12, 21:30",78,"Tue Dec 19, 16:15:01"
Smith Rowe,Midfielder,Arsenal,5.3,10,2,1,0.2,0,0.2,11.1,27,,,,100,Available,,0.1,4746,51,15982,36,105,0,1,1,0,0,0,0,0,0,0,0,0,37,17.2,58,,"Thu Nov 2, 11:00",22,"Tue Dec 19, 16:15:01"
Ugochukwu,Midfielder,Chelsea,4.4,10,1.1,0,0.2,0,0,6,44,,,,0,Injured,Muscle injury - Unknown return date,0.2,44388,3,40487,969,211,0,0,1,5,2.13,0,0,0,2,0,0,0,38,20.4,2,,"Tue Dec 5, 15:00",613,"Tue Dec 19, 16:15:01"
Ahamada,Midfielder,Crystal Palace,4.3,9,0.9,1,0.6,0.1,0.6,3.7,27,,,,100,Available,,0.9,162093,443,104631,4570,123,0,0,0,5,3.66,0,0,0,1,0,0,0,9.6,17.6,9,,"Fri Sep 22, 13:30",219,"Tue Dec 19, 16:15:01"
Giles,Defender,Luton,4.3,9,1,0,0.6,0.1,-0.4,17.7,63,,,2,100,Available,,0.1,9203,25,17322,120,382,0,0,0,12,2.83,0,0,0,0,0,0,0,60.6,96.2,19,,,553,"Tue Dec 19, 16:15:01"
James,Defender,Chelsea,5.4,9,1.1,0,-0.2,0,0,33.2,95,,2,4,0,Injured,Hamstring injury - Unknown return date,3.7,506652,73,1672058,30564,386,0,1,0,12,2.8,0,0,0,0,1,0,0,115.2,156.9,59,,"Sun Dec 10, 23:00",206,"Tue Dec 19, 16:15:01"
Kouyaté,Midfielder,Nottm Forest,4.8,9,1,2,0.6,0.1,0.6,7,27,,,,100,Available,,0,788,10,2125,20,200,0,0,0,6,2.7,0,0,0,2,0,0,0,36,14.2,19,,,451,"Tue Dec 19, 16:15:01"
Lamptey,Defender,Brighton,4,9,1.8,0,0.2,0,0,8.2,48,,,,0,Injured,Muscle injury - Unknown return date,4.9,673838,49,882398,12122,171,0,2,0,6,3.16,0,0,0,2,0,0,0,44,31.1,7,,"Wed Nov 8, 17:00",139,"Tue Dec 19, 16:15:01"
Maatsen,Midfielder,Chelsea,5.1,9,0.9,1,0.6,0.1,0.6,8.3,25,,,,100,Available,,0.1,2911,42,10119,73,132,0,0,0,3,2.05,0,0,0,1,0,0,0,22.8,42,19,,,609,"Tue Dec 19, 16:15:01"
Osula,Forward,Sheffield Utd,4.3,9,1,1,0.8,0.2,0.3,12,-1,,,,100,Available,,1.7,231600,7254,214351,6297,446,0,0,0,8,1.61,0,0,0,4,0,0,0,12.6,19.3,94,,"Wed Sep 13, 01:00",490,"Tue Dec 19, 16:15:01"
Redmond,Midfielder,Burnley,4.8,9,0.9,1,0.6,0.1,0.1,8.9,33,,,,100,Available,,0,692,5,4510,24,117,0,0,0,4,3.08,0,0,0,1,0,0,0,23.4,51.5,14,,"Thu Sep 28, 17:00",600,"Tue Dec 19, 16:15:01"
Roberts,Defender,Burnley,4.3,9,0.9,0,0.2,0,-0.3,23.4,105,,,,100,Available,,0.2,14261,38,29188,187,744,0,1,0,21,2.54,0,0,0,2,1,0,0,134,92.7,8,,"Sat Oct 21, 17:30",176,"Tue Dec 19, 16:15:01"
Basham,Defender,Sheffield Utd,3.9,8,1,0,0,0,0,11.1,35,,,,0,Injured,Leg injury - Unknown return date,0.5,96511,131,103005,745,316,0,0,0,6,1.71,0,0,0,1,0,0,0,69.2,27.4,14,,"Sat Oct 7, 21:00",474,"Tue Dec 19, 16:15:01"
Brooks,Midfielder,Sheffield Utd,4.4,8,1.6,1,1.2,0.3,0.7,2.5,23,,,,100,Available,,0,5149,68,4267,99,221,0,0,1,3,1.22,0,0,0,0,0,0,0,15.4,2.7,6,,,655,"Tue Dec 19, 16:15:01"
C.Richards,Defender,Crystal Palace,3.9,8,1,1,0.8,0.2,0.8,12.4,69,,,,100,Available,,0.6,53375,666,43397,901,471,0,0,0,10,1.91,0,0,0,1,0,0,0,100.8,15.7,8,,,238,"Tue Dec 19, 16:15:01"
Enciso,Midfielder,Brighton,5.1,8,4,0,0,0,0,9.4,30,,,,0,Injured,Knee injury - Expected back 24 Feb,0.5,46554,9,384031,218,68,0,2,0,1,1.32,0,0,0,1,0,0,0,39,25,30,,"Wed Aug 23, 21:00",130,"Tue Dec 19, 16:15:01"
Fábio Silva,Forward,Wolves,5.3,8,1,0,0,0,0,16.9,7,,,,100,Available,,0.2,16730,277,29459,330,259,0,0,1,8,2.78,0,0,0,2,0,0,0,25.2,51.6,93,,,552,"Tue Dec 19, 16:15:02"
Osborn,Midfielder,Sheffield Utd,4.8,8,1,0,0.2,0,-0.3,9.3,32,,,,100,Available,,0,778,6,2741,12,298,0,0,0,5,1.51,0,0,0,2,0,0,0,36.2,52,7,,"Sun Aug 27, 23:00",489,"Tue Dec 19, 16:15:01"
Rak-Sakyi,Midfielder,Crystal Palace,4.5,8,1.3,0,0,0,0,11,21,,,,0,Injured,Hamstring injury - Unknown return date,0,5118,3,4403,60,132,0,0,1,3,2.05,0,0,0,0,0,0,0,23.2,28.2,58,,"Sat Nov 4, 19:30",657,"Tue Dec 19, 16:15:01"
Bryan,Midfielder,Spurs,4.9,7,1.2,0,1,0.2,1,8.5,30,,,,100,Available,,0,1338,25,1204,71,141,0,0,0,8,5.11,0,0,0,0,0,0,0,17,34.4,33,,"Fri Aug 4, 11:00",494,"Tue Dec 19, 16:15:02"
