Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing,Availability,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Podence,Midfielder,Wolves,5.3,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Olympiakos,0,868,0,11568,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Sep 6, 09:27",568,"Tue Dec 19, 16:15:02"
Potts,Defender,Luton,3.9,0,0,0,0,0,0,0,0,,,,0,Injured,Hamstring injury - Unknown return date,0.1,7644,141,9311,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",333,"Tue Dec 19, 16:15:01"
Powell,Defender,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,4931,18,6765,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,637,"Tue Dec 19, 16:15:01"
Proctor,Goalkeeper,Aston Villa,4,0,0,0,0,0,1.8,0,0,,,,100,Available,,0,14,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,765,"Tue Dec 19, 16:15:01"
Pulisic,Midfielder,Chelsea,5.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to AC Milan,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 14, 08:03",213,"Tue Dec 19, 16:15:01"
Randolph,Goalkeeper,Bournemouth,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.4,8058,78,24843,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Oct 28, 18:00",80,"Tue Dec 19, 16:15:01"
Raymond,Midfielder,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,587,8,356,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,724,"Tue Dec 19, 16:15:01"
Rea,Midfielder,Luton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Released from contract,0,883,0,5129,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:07",334,"Tue Dec 19, 16:15:01"
Rodon,Defender,Spurs,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Leeds United,0.1,0,0,13795,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 10:47",510,"Tue Dec 19, 16:15:02"
Rúnarsson,Goalkeeper,Arsenal,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Cardiff City,0.1,990,0,10584,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 20, 06:33",18,"Tue Dec 19, 16:15:01"
Sagoe,Midfielder,Arsenal,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,438,14,227,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,735,"Tue Dec 19, 16:15:01"
Saint-Maximin,Midfielder,Newcastle,6,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent move to Al Ahli,0,0,0,5315,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 1, 09:50",426,"Tue Dec 19, 16:15:01"
Sanson,Midfielder,Aston Villa,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined OGC Nice on a season-long loan,0,0,0,601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:26",56,"Tue Dec 19, 16:15:01"
Sarmiento,Midfielder,Brighton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined West Bromwich Albion on a season-long loan,0,0,0,1539,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:28",146,"Tue Dec 19, 16:15:01"
Scamacca,Forward,West Ham,6,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Atalanta BC,0,0,0,4938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 9, 08:38",541,"Tue Dec 19, 16:15:02"
Scanlon,Defender,Liverpool,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,504,12,421,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,728,"Tue Dec 19, 16:15:01"
Scarlett,Forward,Spurs,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to  Ipswich Town,0.1,7772,0,29711,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 07:25",640,"Tue Dec 19, 16:15:02"
Scherpen,Goalkeeper,Brighton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Sturm Graz on a season-long loan,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 6, 16:30",147,"Tue Dec 19, 16:15:01"
Seriki,Defender,Sheffield Utd,4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.1,4877,23,4083,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,653,"Tue Dec 19, 16:15:01"
Sessegnon,Defender,Spurs,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Hamstring injury - Unknown return date,0,587,4,971,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 12, 00:30",514,"Tue Dec 19, 16:15:02"
Shea,Goalkeeper,Luton,4.3,0,0,0,0,0,-1,0,0,,,,100,Available,,0.1,2179,25,11646,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,335,"Tue Dec 19, 16:15:01"
Shoretire,Forward,Man Utd,4.4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.3,32993,272,30232,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,399,"Tue Dec 19, 16:15:01"
Simms,Forward,Everton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Coventry City,0,0,0,3417,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 08:42",264,"Tue Dec 19, 16:15:01"
Sinisalo,Goalkeeper,Aston Villa,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Exeter City on a season-long loan,0,0,0,355,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 20, 08:38",57,"Tue Dec 19, 16:15:01"
Siriki,Midfielder,Bournemouth,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent Transfer to Birmingham,0,0,0,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 17, 06:20",67,"Tue Dec 19, 16:15:01"
Slonina,Goalkeeper,Chelsea,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to KAS Eupen,0,0,0,3980,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 10:44",215,"Tue Dec 19, 16:15:01"
Spence,Defender,Spurs,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Leeds United,0.2,6594,0,44714,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 31, 08:53",517,"Tue Dec 19, 16:15:02"
Stansfield,Forward,Fulham,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Birmingham City,0,1655,0,2315,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 28, 08:00",651,"Tue Dec 19, 16:15:01"
Steffen,Goalkeeper,Man City,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,18754,109,15434,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,367,"Tue Dec 19, 16:15:01"
Stutter,Forward,Chelsea,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,4697,95,3134,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,717,"Tue Dec 19, 16:15:01"
Surridge,Forward,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Nashville SC on a permanent transfer,0.1,0,0,26124,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:30",464,"Tue Dec 19, 16:15:01"
Susoho,Midfielder,Man City,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,762,"Tue Dec 19, 16:15:01"
Sánchez,Defender,Spurs,4.4,0,0,0,0,0,0,2.6,9,,,,0,Unavailable,Permanent transfer to Galatasaray,0.1,2363,0,14621,26,76,0,0,0,2,2.37,0,0,0,1,0,0,0,17,5,4,,"Thu Sep 7, 15:50",512,"Tue Dec 19, 16:15:02"
Tanganga,Defender,Spurs,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Augsburg,0.3,11423,0,64534,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 15:33",518,"Tue Dec 19, 16:15:02"
Tanton,Defender,Fulham,4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,1108,33,569,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,732,"Tue Dec 19, 16:15:01"
Tavares,Defender,Nottm Forest,4,0,0,0,0,0,0,1.8,8,,,,100,Available,,0.3,23821,106,29883,384,93,0,0,0,2,1.94,0,0,0,2,0,0,0,9.2,7.2,2,,"Sat Sep 23, 22:00",23,"Tue Dec 19, 16:15:01"
Taylor,Forward,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Colchester United,0.1,0,0,24370,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 10:53",336,"Tue Dec 19, 16:15:01"
Thiago,Midfielder,Liverpool,4.8,0,0,0,0,0,0,0,0,,,,0,Injured,Hip injury - Expected back 01 Jan,0.1,2095,9,19566,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 25, 09:30",310,"Tue Dec 19, 16:15:01"
Thomas,Defender,Burnley,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Coventry,0,0,0,1281,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 24, 09:55",179,"Tue Dec 19, 16:15:01"
Thorpe,Midfielder,Luton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Shrewsbury Town on a season-long loan,0,14,0,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 13, 12:00",337,"Tue Dec 19, 16:15:01"
Tierney,Defender,Arsenal,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Real Sociedad,0.1,2665,0,28321,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 29, 07:46",24,"Tue Dec 19, 16:15:01"
Toney,Forward,Brentford,7.9,0,0,0,0,0,0,0,0,1,1,,0,Suspended,Suspended until 20 Jan,0.1,5308,168,12231,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 5, 16:30",117,"Tue Dec 19, 16:15:01"
Travers,Goalkeeper,Bournemouth,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,134,44,8755,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 28, 08:25",88,"Tue Dec 19, 16:15:01"
Trevitt,Midfielder,Brentford,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Exeter,0,236,0,1861,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 14, 03:58",118,"Tue Dec 19, 16:15:01"
Twine,Midfielder,Burnley,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Hull,0,119,0,2660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 21, 08:28",180,"Tue Dec 19, 16:15:01"
Ui-jo,Forward,Nottm Forest,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Norwich City,0.3,22938,0,122229,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:12",466,"Tue Dec 19, 16:15:01"
Undav,Forward,Brighton,5.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Stuttgart,0,0,0,4433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:40",149,"Tue Dec 19, 16:15:01"
Van den Berg,Defender,Liverpool,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Mainz 05,0,0,0,2316,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 17, 06:21",312,"Tue Dec 19, 16:15:01"
Vigouroux,Goalkeeper,Burnley,3.9,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.3,15572,1212,11861,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,181,"Tue Dec 19, 16:15:01"
Vlaši?,Midfielder,West Ham,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Torino,0.1,0,0,13374,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 13:50",543,"Tue Dec 19, 16:15:02"
Vítek,Goalkeeper,Man Utd,4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,2296,18,1544,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,669,"Tue Dec 19, 16:15:01"
W.Fofana,Defender,Chelsea,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Knee injury - Unknown return date,0,714,6,3158,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 18, 23:30",201,"Tue Dec 19, 16:15:01"
Walters,Defender,Arsenal,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1723,87,815,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,736,"Tue Dec 19, 16:15:01"
Walton,Goalkeeper,Luton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,0,0,758,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 09:00",338,"Tue Dec 19, 16:15:01"
Watson,Midfielder,Luton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Charlton,0.1,3951,0,27867,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 21:49",339,"Tue Dec 19, 16:15:01"
Watts,Defender,Newcastle,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Wigan Athletic,0.1,0,0,7800,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Jul 28, 08:27",431,"Tue Dec 19, 16:15:01"
Weghorst,Forward,Burnley,5.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Hoffenheim,0,0,0,14832,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 13:52",183,"Tue Dec 19, 16:15:01"
Wesley,Forward,Aston Villa,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Stoke,0,0,0,776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 31, 07:08",61,"Tue Dec 19, 16:15:01"
Whiteman,Goalkeeper,Spurs,3.9,0,0,0,0,0,0,0,0,,,,0,Injured,Ankle injury - Unknown return date,0.2,16955,339,20873,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 16:00",521,"Tue Dec 19, 16:15:02"
Whittingham,Midfielder,Wolves,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,159,14,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,749,"Tue Dec 19, 16:15:02"
Whitworth,Goalkeeper,Crystal Palace,4,0,0,0,0,0,0,0,0,,,,100,Available,,1,19046,45,46147,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,243,"Tue Dec 19, 16:15:01"
Xhaka,Midfielder,Arsenal,6,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Bayer Leverkusen,0,0,0,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 08:41",30,"Tue Dec 19, 16:15:01"
Yago Santiago,Midfielder,Spurs,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,132,11,58,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,754,"Tue Dec 19, 16:15:02"
Zeqiri,Forward,Brighton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Genk,0.5,25876,0,98312,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Sep 6, 09:25",155,"Tue Dec 19, 16:15:01"
Ziyech,Midfielder,Chelsea,5.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Galatasaray,0.1,1010,0,16342,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 21, 08:29",218,"Tue Dec 19, 16:15:01"
Zych,Goalkeeper,Aston Villa,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Puszcza Niepolomice,0.1,6697,0,5372,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 11, 14:12",686,"Tue Dec 19, 16:15:01"
Ângelo,Midfielder,Chelsea,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Strasbourg until the end of the season,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 13:51",589,"Tue Dec 19, 16:15:01"
Šarki?,Goalkeeper,Wolves,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Millwall,0.3,0,0,25909,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 7, 07:47",571,"Tue Dec 19, 16:15:02"
Rodák,Goalkeeper,Fulham,3.9,-1,0,0,0,0,0.5,0,-3,,,,100,Available,,0.4,16846,184,22295,334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,284,"Tue Dec 19, 16:15:01"
